t, X, Y, Z, X, Y, Z, traj_id
0.000000000000000000e+00,2.193171501159668080e-01,-2.662731885910034346e-02,1.250917396545410121e+00,2.193171501159668080e-01,-2.662731885910034346e-02,1.250917396545410121e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.256586837768554399e-01,-2.905639886856078991e-02,1.256615753173828232e+00,2.256586837768554399e-01,-2.905639886856078991e-02,1.256615753173828232e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.318093299865722212e-01,-3.143457651138305275e-02,1.262113952636718661e+00,2.318093299865722212e-01,-3.143457651138305275e-02,1.262113952636718661e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.381417274475097767e-01,-3.390493631362914706e-02,1.267744674682617534e+00,2.381417274475097767e-01,-3.390493631362914706e-02,1.267744674682617534e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.444693565368651900e-01,-3.639485836029052873e-02,1.273339920043945028e+00,2.444693565368651900e-01,-3.639485836029052873e-02,1.273339920043945028e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.507919883728027544e-01,-3.890368700027466153e-02,1.278897743225097638e+00,2.507919883728027544e-01,-3.890368700027466153e-02,1.278897743225097638e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.569237327575683572e-01,-4.135641574859619252e-02,1.284254150390625071e+00,2.569237327575683572e-01,-4.135641574859619252e-02,1.284254150390625071e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.630504798889160001e-01,-4.382638454437255693e-02,1.289569816589355211e+00,2.630504798889160001e-01,-4.382638454437255693e-02,1.289569816589355211e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.691718482971191539e-01,-4.631370544433593972e-02,1.294840164184569709e+00,2.691718482971191539e-01,-4.631370544433593972e-02,1.294840164184569709e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.754726600646972834e-01,-4.889504432678224571e-02,1.300215797424316699e+00,2.754726600646972834e-01,-4.889504432678224571e-02,1.300215797424316699e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.817661094665527832e-01,-5.149433135986328930e-02,1.305209197998046911e+00,2.817661094665527832e-01,-5.149433135986328930e-02,1.305209197998046911e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.880683135986328303e-01,-5.409698963165283231e-02,1.308955993652344052e+00,2.880683135986328303e-01,-5.409698963165283231e-02,1.308955993652344052e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.942539215087890403e-01,-5.660061359405517412e-02,1.312984313964843830e+00,2.942539215087890403e-01,-5.660061359405517412e-02,1.312984313964843830e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.005806922912597767e-01,-5.903205394744873158e-02,1.318121566772460618e+00,3.005806922912597767e-01,-5.903205394744873158e-02,1.318121566772460618e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.071244049072265891e-01,-6.132413864135741882e-02,1.324812812805175710e+00,3.071244049072265891e-01,-6.132413864135741882e-02,1.324812812805175710e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.141355895996093550e-01,-6.348227024078369196e-02,1.333198471069335866e+00,3.141355895996093550e-01,-6.348227024078369196e-02,1.333198471069335866e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.213751602172851829e-01,-6.543943881988524558e-02,1.341688270568847763e+00,3.213751602172851829e-01,-6.543943881988524558e-02,1.341688270568847763e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.288104248046874734e-01,-6.720801353454590454e-02,1.349649124145508194e+00,3.288104248046874734e-01,-6.720801353454590454e-02,1.349649124145508194e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.364183044433593506e-01,-6.879891395568846213e-02,1.356873321533203169e+00,3.364183044433593506e-01,-6.879891395568846213e-02,1.356873321533203169e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.439492797851562700e-01,-7.018265247344969426e-02,1.363158187866210902e+00,3.439492797851562700e-01,-7.018265247344969426e-02,1.363158187866210902e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.518425750732421808e-01,-7.145265579223632202e-02,1.368939514160156357e+00,3.518425750732421808e-01,-7.145265579223632202e-02,1.368939514160156357e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.598556518554687500e-01,-7.257424354553222712e-02,1.374101028442383132e+00,3.598556518554687500e-01,-7.257424354553222712e-02,1.374101028442383132e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.679732131958008412e-01,-7.355693817138671264e-02,1.378733711242675408e+00,3.679732131958008412e-01,-7.355693817138671264e-02,1.378733711242675408e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.759383010864257302e-01,-7.438665866851808250e-02,1.382803802490234046e+00,3.759383010864257302e-01,-7.438665866851808250e-02,1.382803802490234046e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.842217636108397616e-01,-7.512236118316648059e-02,1.386629791259765376e+00,3.842217636108397616e-01,-7.512236118316648059e-02,1.386629791259765376e+00,0.000000000000000000e+00
0.000000000000000000e+00,3.925724029541016180e-01,-7.574580192565917580e-02,1.390145187377929581e+00,3.925724029541016180e-01,-7.574580192565917580e-02,1.390145187377929581e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.009805679321288840e-01,-7.626545906066894975e-02,1.393401260375976669e+00,4.009805679321288840e-01,-7.626545906066894975e-02,1.393401260375976669e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.094377899169920898e-01,-7.668948650360107866e-02,1.396441040039061887e+00,4.094377899169920898e-01,-7.668948650360107866e-02,1.396441040039061887e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.179371261596679932e-01,-7.702565670013426791e-02,1.399300003051758168e+00,4.179371261596679932e-01,-7.702565670013426791e-02,1.399300003051758168e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.262208557128905340e-01,-7.727474689483641856e-02,1.401928825378418342e+00,4.262208557128905340e-01,-7.727474689483641856e-02,1.401928825378418342e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.347857284545897927e-01,-7.745829105377195767e-02,1.404509696960449139e+00,4.347857284545897927e-01,-7.745829105377195767e-02,1.404509696960449139e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.433765411376953125e-01,-7.757349967956543579e-02,1.406980133056640714e+00,4.433765411376953125e-01,-7.757349967956543579e-02,1.406980133056640714e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.519893264770507568e-01,-7.762561798095701793e-02,1.409355125427245836e+00,4.519893264770507568e-01,-7.762561798095701793e-02,1.409355125427245836e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.603665924072265492e-01,-7.762025356292723277e-02,1.411581115722656321e+00,4.603665924072265492e-01,-7.762025356292723277e-02,1.411581115722656321e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.690130615234374134e-01,-7.756096839904787210e-02,1.413802413940429492e+00,4.690130615234374134e-01,-7.756096839904787210e-02,1.413802413940429492e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.776725769042968195e-01,-7.745061874389648493e-02,1.415958824157715235e+00,4.776725769042968195e-01,-7.745061874389648493e-02,1.415958824157715235e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.860878753662108420e-01,-7.729756832122801347e-02,1.417995414733886461e+00,4.860878753662108420e-01,-7.729756832122801347e-02,1.417995414733886461e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.947671127319335782e-01,-7.709516048431395985e-02,1.420040817260742161e+00,4.947671127319335782e-01,-7.709516048431395985e-02,1.420040817260742161e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.031982421874999778e-01,-7.685744762420654297e-02,1.421977844238281330e+00,5.031982421874999778e-01,-7.685744762420654297e-02,1.421977844238281330e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.118907928466797097e-01,-7.657194137573240800e-02,1.423927001953124938e+00,5.118907928466797097e-01,-7.657194137573240800e-02,1.423927001953124938e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.203323745727539418e-01,-7.625697135925295356e-02,1.425775108337402619e+00,5.203323745727539418e-01,-7.625697135925295356e-02,1.425775108337402619e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.290335845947266025e-01,-7.589464187622070590e-02,1.427635002136230513e+00,5.290335845947266025e-01,-7.589464187622070590e-02,1.427635002136230513e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.377377700805664462e-01,-7.549480915069581299e-02,1.429450378417968404e+00,5.377377700805664462e-01,-7.549480915069581299e-02,1.429450378417968404e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.461879348754883345e-01,-7.507118225097655917e-02,1.431168823242187305e+00,5.461879348754883345e-01,-7.507118225097655917e-02,1.431168823242187305e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.546394348144531028e-01,-7.461237430572509322e-02,1.432842407226561976e+00,5.546394348144531028e-01,-7.461237430572509322e-02,1.432842407226561976e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.630913543701172586e-01,-7.411748409271240456e-02,1.434467811584472674e+00,5.630913543701172586e-01,-7.411748409271240456e-02,1.434467811584472674e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.717993927001951970e-01,-7.356795787811278020e-02,1.436087265014648340e+00,5.717993927001951970e-01,-7.356795787811278020e-02,1.436087265014648340e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.805062484741211337e-01,-7.297454833984373668e-02,1.437642517089843697e+00,5.805062484741211337e-01,-7.297454833984373668e-02,1.437642517089843697e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.892233276367188077e-01,-7.233266353607177568e-02,1.440101852416992179e+00,5.892233276367188077e-01,-7.233266353607177568e-02,1.440101852416992179e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.977371597290038752e-01,-7.169660091400145707e-02,1.444916381835937180e+00,5.977371597290038752e-01,-7.169660091400145707e-02,1.444916381835937180e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.063451004028320712e-01,-7.109322547912597101e-02,1.451744613647460325e+00,6.063451004028320712e-01,-7.109322547912597101e-02,1.451744613647460325e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.153470993041991743e-01,-7.052573204040528398e-02,1.459991683959960929e+00,6.153470993041991743e-01,-7.052573204040528398e-02,1.459991683959960929e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.245158767700196289e-01,-7.001768112182615855e-02,1.468898620605468164e+00,6.245158767700196289e-01,-7.001768112182615855e-02,1.468898620605468164e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.335726547241210538e-01,-6.957679271697997381e-02,1.477485809326171795e+00,6.335726547241210538e-01,-6.957679271697997381e-02,1.477485809326171795e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.430570220947265936e-01,-6.917230129241942749e-02,1.486006278991699459e+00,6.430570220947265936e-01,-6.917230129241942749e-02,1.486006278991699459e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.526840209960937944e-01,-6.881484985351563055e-02,1.494113159179687456e+00,6.526840209960937944e-01,-6.881484985351563055e-02,1.494113159179687456e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.624401092529297319e-01,-6.850151538848876787e-02,1.501804847717284952e+00,6.624401092529297319e-01,-6.850151538848876787e-02,1.501804847717284952e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.723102569580078347e-01,-6.822971343994140014e-02,1.509113273620605433e+00,6.723102569580078347e-01,-6.822971343994140014e-02,1.509113273620605433e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.822809600830077592e-01,-6.799720764160156750e-02,1.516081123352050586e+00,6.822809600830077592e-01,-6.799720764160156750e-02,1.516081123352050586e+00,0.000000000000000000e+00
0.000000000000000000e+00,6.920413970947265625e-01,-6.780715465545654463e-02,1.522558593749999911e+00,6.920413970947265625e-01,-6.780715465545654463e-02,1.522558593749999911e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.021718597412109908e-01,-6.764605998992920255e-02,1.528975639343261417e+00,7.021718597412109908e-01,-6.764605998992920255e-02,1.528975639343261417e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.123672485351562056e-01,-6.751822948455811491e-02,1.535165176391601660e+00,7.123672485351562056e-01,-6.751822948455811491e-02,1.535165176391601660e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.226179504394530939e-01,-6.742159366607665405e-02,1.541154785156249929e+00,7.226179504394530939e-01,-6.742159366607665405e-02,1.541154785156249929e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.329160308837888715e-01,-6.735414028167724387e-02,1.546966323852539293e+00,7.329160308837888715e-01,-6.735414028167724387e-02,1.546966323852539293e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.429499816894531428e-01,-6.731471061706542636e-02,1.552454452514648420e+00,7.429499816894531428e-01,-6.731471061706542636e-02,1.552454452514648420e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.533217620849610441e-01,-6.729910850524901955e-02,1.557965354919433221e+00,7.533217620849610441e-01,-6.729910850524901955e-02,1.557965354919433221e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.637227630615233132e-01,-6.730725765228272317e-02,1.563341331481933327e+00,7.637227630615233132e-01,-6.730725765228272317e-02,1.563341331481933327e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.738416290283203214e-01,-6.733649253845214178e-02,1.568438644409179794e+00,7.738416290283203214e-01,-6.733649253845214178e-02,1.568438644409179794e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.842878723144530717e-01,-6.738748550415038507e-02,1.573572692871093803e+00,7.842878723144530717e-01,-6.738748550415038507e-02,1.573572692871093803e+00,0.000000000000000000e+00
0.000000000000000000e+00,7.947521209716796875e-01,-6.745866298675537442e-02,1.578591041564941344e+00,7.947521209716796875e-01,-6.745866298675537442e-02,1.578591041564941344e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.052313995361327637e-01,-6.754928588867188666e-02,1.583495521545410067e+00,8.052313995361327637e-01,-6.754928588867188666e-02,1.583495521545410067e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.157234954833983975e-01,-6.765886783599853183e-02,1.588286132812499973e+00,8.157234954833983975e-01,-6.765886783599853183e-02,1.588286132812499973e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.262262725830078480e-01,-6.778710365295409490e-02,1.592960357666015847e+00,8.262262725830078480e-01,-6.778710365295409490e-02,1.592960357666015847e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.364287567138672941e-01,-6.792935848236084095e-02,1.597380523681640963e+00,8.364287567138672941e-01,-6.792935848236084095e-02,1.597380523681640963e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.469476318359373535e-01,-6.809445858001708651e-02,1.601806526184081925e+00,8.469476318359373535e-01,-6.809445858001708651e-02,1.601806526184081925e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.571632385253906694e-01,-6.827325820922851285e-02,1.605964279174804776e+00,8.571632385253906694e-01,-6.827325820922851285e-02,1.605964279174804776e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.676932525634764026e-01,-6.847763538360596147e-02,1.610084152221679776e+00,8.676932525634764026e-01,-6.847763538360596147e-02,1.610084152221679776e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.782269287109375488e-01,-6.870443820953368863e-02,1.613999977111816309e+00,8.782269287109375488e-01,-6.870443820953368863e-02,1.613999977111816309e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.884436798095702859e-01,-6.894714832305909313e-02,1.616740150451660085e+00,8.884436798095702859e-01,-6.894714832305909313e-02,1.616740150451660085e+00,0.000000000000000000e+00
0.000000000000000000e+00,8.989647674560548030e-01,-6.925126552581786776e-02,1.617399330139159597e+00,8.989647674560548030e-01,-6.925126552581786776e-02,1.617399330139159597e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.092427062988279740e-01,-6.971858024597167580e-02,1.618654518127441655e+00,9.092427062988279740e-01,-6.971858024597167580e-02,1.618654518127441655e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.196118927001951660e-01,-7.048455715179442749e-02,1.621499633789062145e+00,9.196118927001951660e-01,-7.048455715179442749e-02,1.621499633789062145e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.300537872314452725e-01,-7.166356563568115901e-02,1.626162872314452779e+00,9.300537872314452725e-01,-7.166356563568115901e-02,1.626162872314452779e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.405262756347656516e-01,-7.336204528808593084e-02,1.632766914367675737e+00,9.405262756347656516e-01,-7.336204528808593084e-02,1.632766914367675737e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.512858581542970038e-01,-7.574900627136230136e-02,1.641599121093750391e+00,9.512858581542970038e-01,-7.574900627136230136e-02,1.641599121093750391e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.619424438476562589e-01,-7.884498596191406861e-02,1.652283668518066628e+00,9.619424438476562589e-01,-7.884498596191406861e-02,1.652283668518066628e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.724225616455077770e-01,-8.268904685974119706e-02,1.664614334106445215e+00,9.724225616455077770e-01,-8.268904685974119706e-02,1.664614334106445215e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.826557159423827681e-01,-8.729996681213378351e-02,1.678408470153808896e+00,9.826557159423827681e-01,-8.729996681213378351e-02,1.678408470153808896e+00,0.000000000000000000e+00
0.000000000000000000e+00,9.925750732421875222e-01,-9.268559455871581976e-02,1.693570404052734402e+00,9.925750732421875222e-01,-9.268559455871581976e-02,1.693570404052734402e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.002119369506836000e+00,-9.883725166320800337e-02,1.709995422363281170e+00,1.002119369506836000e+00,-9.883725166320800337e-02,1.709995422363281170e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.011232910156249831e+00,-1.057339191436767745e-01,1.727568511962890518e+00,1.011232910156249831e+00,-1.057339191436767745e-01,1.727568511962890518e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.019937210083007750e+00,-1.132248401641845481e-01,1.745000381469726358e+00,1.019937210083007750e+00,-1.132248401641845481e-01,1.745000381469726358e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.028291778564453196e+00,-1.211329460144043024e-01,1.760749511718749938e+00,1.028291778564453196e+00,-1.211329460144043024e-01,1.760749511718749938e+00,0.000000000000000000e+00
